CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
27996	29932	29	0.8923	44.025
26794	31108	29	0.9655	-28.031
23947	31108	29	0.9827	-54.047
13598	31108	29	0.9768	-96.094
13598	23947	29	0.9848	-42.047
13598	26794	29	0.9519	-68.063
23947	26794	29	0.9585	-26.016
32196	32390	29	0.9323	14.016
23369	32196	29	0.8411	-82.107
23369	32390	29	0.839	-68.091
1128	1924	29	0.9382	11.005
21920	25600	31	0.91	-14.016
12886	25600	31	0.8254	-42.047
2080	2354	31	0.7783	-27.036
2354	2687	31	0.854	15.995
2354	4109	31	0.8902	-14.016
2107	4109	31	0.7405	31.990
12886	21920	31	0.8277	-28.031
2080	4109	31	0.7523	-41.052
2080	7005	31	0.9358	-14.016
4109	21920	31	0.7812	-77.026
4109	7005	31	0.763	27.036
20504	28936	32	0.7883	-12.947
23856	35680	32	0.9157	-14.016
20504	23856	32	0.9345	14.015
20504	35680	32	0.9299	-0.000
3368	6032	33	0.9277	-118.064
6032	8669	33	0.9544	-58.042
6032	8754	33	0.9382	-132.079
6032	9084	33	0.9057	60.022
6032	11108	33	0.8305	44.027
6032	11359	33	0.9301	-116.084
6032	12115	33	0.8916	-76.009
6032	13608	33	0.8851	-174.126
3368	11108	33	0.8823	-74.037
8669	11108	33	0.8331	102.069
8754	11108	33	0.8496	176.107
9084	11108	33	0.9318	-15.995
11108	11359	33	0.8164	-160.111
8669	15257	33	0.8487	-178.013
8754	15257	33	0.841	-103.975
11359	15257	33	0.8481	-119.971
13608	15257	33	0.8557	-61.929
15257	15802	33	0.7407	3.887
3368	8669	33	0.9195	-176.106
3368	9084	33	0.9461	-58.042
8669	9084	33	0.9338	118.064
8754	9084	33	0.9112	192.101
9084	11359	33	0.9243	-176.106
8669	11359	33	0.9739	-58.042
8754	11359	33	0.9538	15.995
11359	12115	33	0.7733	40.075
11359	13608	33	0.969	-58.042
11359	15802	33	0.7057	-116.084
13608	15802	33	0.7608	-58.042
8669	13608	33	0.9353	-116.084
8754	13608	33	0.9338	-42.047
8669	8754	33	0.9664	-74.037
8669	12115	33	0.8742	-17.967
1793	1842	35	0.8054	-14.016
1842	2291	35	0.8473	-30.011
1842	14368	35	0.7443	-87.071
1224	2291	35	0.8695	-58.042
1793	2291	35	0.8534	-44.026
1224	1793	35	0.9296	-14.016
8783	14433	38	0.9806	-88.053
14433	17587	38	0.9909	44.026
14433	19714	38	0.991	-88.052
8783	17587	38	0.9855	-44.027
17587	19714	38	0.9839	-132.079
8783	19714	38	0.9729	-176.105
37828	38295	39	0.9079	132.079
37962	38295	39	0.9534	88.052
38182	38295	39	0.9662	44.026
38295	38896	39	0.9841	44.026
38295	40022	39	0.9276	88.052
38295	40456	39	0.9615	-14.016
38295	40545	39	0.9569	-14.014
38295	41764	39	0.9543	-28.031
38295	41956	39	0.9138	17.029
36388	36880	39	0.9786	44.026
36388	37828	39	0.9712	88.053
36388	37962	39	0.9328	132.079
36388	38182	39	0.9218	176.105
39680	39972	39	0.9807	132.078
39687	39972	39	0.9896	88.052
39786	39972	39	0.9946	44.026
39972	40232	39	0.9912	44.026
39972	40456	39	0.9782	88.052
39972	40545	39	0.9752	88.054
39972	40975	39	0.9629	61.053
39972	41170	39	0.9784	-14.016
37962	39972	39	0.9513	-14.016
38909	39972	39	0.9688	176.105
40581	40681	39	0.9325	88.053
40681	40709	39	0.9673	-44.026
40681	41138	39	0.9649	-17.027
36794	40681	39	0.9535	-44.026
40474	40643	39	0.9169	14.012
40581	40643	39	0.9076	-17.030
40643	40647	39	0.9188	-88.043
40643	40655	39	0.9285	0.003
40643	40720	39	0.9408	44.032
40643	40947	39	0.9138	44.030
38896	40643	39	0.9012	-14.019
40340	40647	39	0.9475	44.027
36880	38182	39	0.9546	132.079
37828	38182	39	0.9759	88.052
37962	38182	39	0.9899	44.026
38182	38896	39	0.9367	88.052
38182	41613	39	0.9816	-28.032
39680	39687	39	0.9943	44.026
39687	39786	39	0.9952	44.026
39687	40232	39	0.9759	132.079
39687	40456	39	0.9511	176.105
39687	40545	39	0.9483	176.106
39687	40975	39	0.9601	149.105
38692	39687	39	0.9699	132.078
38909	39687	39	0.9836	88.052
40647	41613	39	0.9301	-14.022
39786	40545	39	0.9594	132.080
40232	40545	39	0.9875	44.028
40456	40545	39	0.995	0.002
40534	40545	39	0.9712	-17.025
40545	40655	39	0.9815	44.025
40545	40975	39	0.9542	-27.001
40545	41764	39	0.9782	-14.017
38857	41477	39	0.9299	-44.025
36673	42879	39	0.9457	44.026
36673	46470	39	0.9365	-56.063
39312	40796	39	0.9467	-44.026
40022	40947	39	0.9571	-14.016
40655	40947	39	0.9789	44.026
40709	40947	39	0.9644	-17.026
40720	40947	39	0.9017	-0.002
40947	41138	39	0.9693	44.026
40795	41348	39	0.9273	-0.003
40474	40655	39	0.9825	14.016
40474	41170	39	0.919	-132.079
40474	41613	39	0.9524	-88.053
40474	41764	39	0.9773	-44.026
38896	40474	39	0.9557	-28.031
39680	40232	39	0.9634	176.105
39786	40232	39	0.9849	88.053
40232	40456	39	0.9904	44.026
40232	40534	39	0.9545	61.053
40232	40655	39	0.9612	88.052
40232	40975	39	0.973	17.027
40232	41613	39	0.9869	-14.016
39542	41138	39	0.9305	79.954
40534	40581	39	0.9864	44.026
40581	40655	39	0.9716	-17.026
40581	40709	39	0.946	44.026
40581	40975	39	0.9625	-88.052
40796	41138	39	0.9178	-14.016
41138	41348	39	0.9557	44.026
39786	40534	39	0.9419	149.105
40456	40534	39	0.974	17.027
40534	40655	39	0.9403	27.000
40534	40709	39	0.9485	88.052
40534	40975	39	0.9875	-44.026
40534	41956	39	0.9427	14.018
39680	39786	39	0.989	88.052
39680	40975	39	0.9537	193.132
38692	39680	39	0.9743	88.052
38909	39680	39	0.9927	44.026
36794	40709	39	0.9175	-88.053
38692	38909	39	0.9716	44.026
38909	39786	39	0.9823	132.078
40456	41764	39	0.9805	-14.016
41170	41764	39	0.9611	88.053
41613	41764	39	0.9792	44.026
37962	38896	39	0.9118	132.078
38896	40022	39	0.9362	44.026
38896	40655	39	0.9657	-14.016
40022	40796	39	0.9541	44.026
40022	46470	39	0.954	-112.126
36880	37962	39	0.9643	88.053
37828	37962	39	0.9834	44.026
37962	41170	39	0.9735	-28.032
36880	37828	39	0.9878	44.027
40793	41348	39	0.9556	42.047
39786	40456	39	0.9611	132.079
40456	40655	39	0.9846	44.026
40456	40975	39	0.9574	-26.999
38857	40796	39	0.9327	-17.027
39786	40975	39	0.9617	105.079
38692	39786	39	0.9632	176.104
41170	41613	39	0.9779	44.027
18966	19845	40	0.7325	36.021
19333	19845	40	0.7203	50.037
19845	22367	40	0.8055	-14.016
19845	25757	40	0.7102	-102.068
19845	26227	40	0.7222	-32.026
16876	19845	40	0.7237	18.010
18966	19333	40	0.9878	-14.016
19333	23037	40	0.9884	-14.016
19333	24012	40	0.9238	-3.950
19333	25757	40	0.9798	-52.031
19333	26227	40	0.9479	18.010
19333	27478	40	0.9717	-17.966
16876	19333	40	0.9835	-32.026
23037	25757	40	0.9571	-38.016
24012	25757	40	0.9323	-48.081
25757	26227	40	0.9784	70.042
25757	27478	40	0.9354	34.065
18966	25757	40	0.9839	-66.047
16876	25757	40	0.9672	-84.058
23037	27478	40	0.9727	-3.951
24012	27478	40	0.9853	-14.016
26227	27478	40	0.9394	-35.977
18966	27478	40	0.9299	-31.982
16876	27478	40	0.929	-49.993
23037	24012	40	0.9048	10.065
23037	26227	40	0.9622	32.026
18966	23037	40	0.9603	-28.031
16876	23037	40	0.9637	-46.042
16876	18966	40	0.9407	-18.011
16876	24012	40	0.9286	-35.977
16876	26227	40	0.9864	-14.016
24012	26227	40	0.9291	21.961
18966	24012	40	0.9698	-17.966
18966	26227	40	0.9804	3.995
10759	41985	41	0.9477	-171.115
10759	42820	41	0.9496	-188.141
41985	42820	41	0.9737	-17.027
15539	39519	42	0.8476	-56.099
31062	39519	42	0.8699	26.065
37627	39519	42	0.8797	116.083
16785	31062	42	0.9279	-14.052
4807	7109	45	0.948	-30.010
7109	7501	45	0.9534	-17.027
7109	8308	45	0.9438	-44.026
13484	16434	45	0.9871	-176.106
14492	16434	45	0.9934	-132.079
14737	16434	45	0.9714	-193.132
15557	16434	45	0.9763	-149.105
15719	16434	45	0.9973	-88.053
16124	16434	45	0.9735	-105.079
16319	16434	45	0.9986	-44.026
16434	17499	45	0.9984	-44.026
16434	18024	45	0.9961	-88.052
5503	7501	45	0.9491	14.016
4541	8552	45	0.9526	44.026
13118	16124	45	0.9736	-176.105
13724	16124	45	0.9781	-132.079
14737	16124	45	0.9819	-88.053
15557	16124	45	0.9884	-44.026
16124	16319	45	0.9708	-61.052
16124	17499	45	0.9744	-149.105
16124	18024	45	0.9752	-193.131
4541	5314	45	0.9501	102.031
5314	5428	45	0.9644	17.027
5314	9214	45	0.9621	-14.016
4541	6239	45	0.98	-44.027
4541	9449	45	0.9643	-88.053
4516	5428	45	0.9695	-30.010
4807	5428	45	0.9589	14.016
15719	18024	45	0.9908	-176.105
16319	18024	45	0.9945	-132.079
17499	18024	45	0.9975	-44.026
6239	9449	45	0.9778	-44.026
6239	11402	45	0.9754	-88.052
6239	11850	45	0.9749	-132.079
6239	13484	45	0.9747	-176.105
4516	4807	45	0.9424	-44.026
4807	9214	45	0.9489	-17.027
12155	14737	45	0.9733	-132.079
13118	14737	45	0.9925	-88.052
13484	14737	45	0.9731	17.026
13724	14737	45	0.9939	-44.026
14492	14737	45	0.9748	61.052
14737	15557	45	0.994	-44.026
14737	15719	45	0.9719	-105.079
14737	16319	45	0.9711	-149.105
13118	15557	45	0.9873	-132.079
13724	15557	45	0.9902	-88.053
14492	15557	45	0.9745	17.026
15557	15719	45	0.9739	-61.052
15557	16319	45	0.9751	-105.079
15557	17499	45	0.9772	-193.131
3303	7501	45	0.9541	44.026
7501	9214	45	0.9486	30.010
3303	3680	45	0.9845	-44.026
3303	8308	45	0.9433	17.026
14492	17499	45	0.9909	-176.105
15719	17499	45	0.9954	-132.079
16319	17499	45	0.9978	-88.053
9943	10259	45	0.9669	-44.026
10259	12155	45	0.9677	-44.026
10259	13118	45	0.9674	-88.053
9449	14492	45	0.9889	-176.105
11402	14492	45	0.9926	-132.079
11850	14492	45	0.9961	-88.052
13484	14492	45	0.9977	-44.026
14492	15719	45	0.9976	-44.026
14492	16319	45	0.9957	-88.053
11402	13724	45	0.9677	-27.000
11850	13724	45	0.9695	17.026
12155	13724	45	0.9756	-88.052
13118	13724	45	0.9935	-44.026
13484	13724	45	0.9709	61.052
9449	11402	45	0.9972	-44.026
11402	11850	45	0.9984	-44.026
11402	13118	45	0.9683	17.026
11402	13484	45	0.9971	-88.052
11402	15719	45	0.9886	-176.105
11850	16319	45	0.9877	-176.105
13484	16319	45	0.9904	-132.079
15719	16319	45	0.9991	-44.026
9449	11850	45	0.9959	-88.053
11850	13118	45	0.969	61.052
11850	13484	45	0.9993	-44.026
11850	15719	45	0.9922	-132.079
9449	13484	45	0.9934	-132.079
13484	15719	45	0.9942	-88.053
12155	13118	45	0.98	-44.026
34272	34660	46	0.9025	-15.995
34272	35162	46	0.8398	-106.027
24297	34272	46	0.8289	-12.036
34660	35162	46	0.9196	-90.032
24297	35162	46	0.8256	-118.064
24297	34660	46	0.8532	-28.032
21250	24297	46	0.8017	-86.037
33382	34660	46	0.8217	-42.011
18427	34660	46	0.8133	-44.026
21250	34660	46	0.8585	-114.068
18427	20171	46	0.831	86.037
9747	11364	47	0.9216	-61.052
9765	11364	47	0.9106	-39.040
10711	11364	47	0.884	4.987
11364	12161	47	0.9132	-27.001
11364	13383	47	0.8949	-49.013
11364	13954	47	0.9488	-110.062
11364	15372	47	0.9348	-198.113
11364	17585	47	0.9413	-136.415
11364	18237	47	0.9404	-165.766
11364	18241	47	0.9382	-180.441
12039	12547	47	0.9702	-88.053
12261	12547	47	0.9799	-44.026
12547	13515	47	0.9697	71.027
12547	13618	47	0.9726	27.000
12547	13887	47	0.9703	-17.026
12547	13973	47	0.9639	-61.052
12547	14253	47	0.9583	-105.078
9657	15226	47	0.918	-61.053
9924	15226	47	0.9578	-17.026
10714	15226	47	0.9227	27.000
11910	15226	47	0.9567	88.053
15226	17585	47	0.9217	175.787
15226	18237	47	0.9205	146.436
15226	18241	47	0.9193	131.761
9747	13954	47	0.8896	-171.114
9765	13954	47	0.8913	-149.102
9924	13954	47	0.9368	185.114
12161	13954	47	0.896	-83.061
13954	15372	47	0.9782	-88.051
13954	17585	47	0.9677	-26.353
13954	17998	47	0.9576	-99.729
13954	18237	47	0.9634	-55.704
13954	18241	47	0.9644	-70.379
12260	12531	47	0.9643	-44.027
10714	11902	47	0.9791	-176.105
10920	11902	47	0.9828	-132.079
11259	11902	47	0.9822	-88.053
11400	11902	47	0.9853	-44.026
11902	11951	47	0.9875	-44.026
11902	11990	47	0.9807	27.000
11902	12039	47	0.98	-88.053
11902	13279	47	0.9838	-61.052
11902	13515	47	0.9801	-105.079
11902	13618	47	0.9817	-149.105
9747	11043	47	0.9516	-44.027
9765	11043	47	0.9716	-22.014
10711	11043	47	0.9817	22.012
11043	11964	47	0.9741	-110.065
11043	11976	47	0.9586	-132.078
11043	12161	47	0.9591	-44.026
11043	13383	47	0.9754	-66.039
11043	14023	47	0.9721	-88.053
12713	14822	47	0.9497	-105.078
13406	14822	47	0.9551	-17.025
13745	14822	47	0.9425	27.001
13887	14822	47	0.9759	-132.078
13973	14822	47	0.9786	-88.052
14253	14822	47	0.9841	-44.026
14822	15208	47	0.9895	-44.026
14822	15551	47	0.986	-88.053
15654	15990	47	0.9511	-88.052
15869	15990	47	0.9564	-44.026
15990	16353	47	0.9418	-44.026
15990	16643	47	0.9287	-88.052
15990	43812	47	0.8764	55.902
15990	44226	47	0.9158	99.929
12261	13887	47	0.9607	-61.052
12713	13887	47	0.9681	27.000
13887	13973	47	0.989	-44.026
13887	14253	47	0.9903	-88.052
13887	15208	47	0.9766	-176.105
9747	13383	47	0.9696	-110.066
9765	13383	47	0.9843	-88.053
10711	13383	47	0.9852	-44.027
11964	13383	47	0.9729	44.026
11976	13383	47	0.9615	66.039
12161	13383	47	0.9838	-22.013
13383	14023	47	0.9689	-22.014
10714	12984	47	0.9628	-193.131
10920	12984	47	0.9646	-149.105
11259	12984	47	0.9742	-105.079
11400	12984	47	0.9776	-61.052
11990	12984	47	0.9785	-44.026
12984	13279	47	0.977	-44.026
12984	13515	47	0.9827	-88.052
12984	13618	47	0.9679	-132.079
12713	15208	47	0.9487	-149.104
13009	15208	47	0.9385	-105.078
13406	15208	47	0.9556	-61.052
13745	15208	47	0.9393	-17.025
13973	15208	47	0.9732	-132.078
14253	15208	47	0.9857	-88.052
15208	15551	47	0.9753	-44.026
9747	11976	47	0.9298	-176.105
9765	11976	47	0.9521	-154.092
10711	11976	47	0.9663	-110.066
11964	11976	47	0.9792	-22.013
11976	12161	47	0.9525	88.052
11976	14023	47	0.9748	44.025
9924	17585	47	0.9305	158.761
15372	17585	47	0.9669	61.699
17585	17998	47	0.9796	-73.377
17585	18237	47	0.9864	-29.351
17585	18241	47	0.9828	-44.026
11951	12261	47	0.9808	-88.053
12039	12261	47	0.9811	-44.026
12260	12261	47	0.9663	-17.027
12261	13279	47	0.9708	71.026
12261	13515	47	0.9699	27.000
12261	13618	47	0.9774	-17.026
12713	12815	47	0.9548	17.027
12815	13009	47	0.941	-61.053
12815	13097	47	0.9438	-44.026
12039	12260	47	0.9721	-27.000
10714	11990	47	0.9737	-149.105
10920	11990	47	0.9717	-105.079
11259	11990	47	0.9805	-61.052
11400	11990	47	0.9822	-17.026
11951	11990	47	0.9786	71.026
11990	13279	47	0.981	-88.053
11990	13515	47	0.9765	-132.079
11990	13618	47	0.9714	-176.105
9747	9765	47	0.9846	-22.013
9747	10711	47	0.9661	-66.039
9747	11964	47	0.9464	-154.091
9747	12161	47	0.9723	-88.053
9747	14023	47	0.9425	-132.080
9924	10714	47	0.9622	-44.026
9924	10920	47	0.9521	-88.053
9924	11259	47	0.9655	-132.079
9924	11910	47	0.9573	-105.079
9924	15372	47	0.9307	97.062
17998	18237	47	0.9864	44.026
18237	18241	47	0.9899	-14.675
10714	18237	47	0.9154	173.437
15372	18237	47	0.9652	32.348
13406	13745	47	0.9395	-44.026
13745	43983	47	0.9191	-21.145
13406	15551	47	0.941	-105.078
13973	15551	47	0.974	-176.105
14253	15551	47	0.9754	-132.079
15551	15654	47	0.9344	-44.026
10714	10920	47	0.9855	-44.026
10714	11259	47	0.9856	-88.052
10714	11400	47	0.9803	-132.079
10714	11910	47	0.9456	-61.053
15372	17998	47	0.9633	-11.678
15372	18241	47	0.9673	17.672
11400	13618	47	0.9698	-193.131
11951	13618	47	0.9785	-105.079
12039	13618	47	0.9786	-61.052
13279	13618	47	0.9797	-88.052
13515	13618	47	0.9789	-44.026
43812	44226	47	0.9214	44.027
15654	44226	47	0.9133	11.876
15869	44226	47	0.9134	55.903
16353	44226	47	0.8826	143.955
16643	44226	47	0.8668	187.981
9765	10711	47	0.9825	-44.026
10711	11964	47	0.9734	-88.052
10711	12161	47	0.9799	-22.014
10711	14023	47	0.9683	-66.041
15654	16643	47	0.9034	-176.105
15869	16643	47	0.9147	-132.078
16353	16643	47	0.9279	-44.026
16643	43812	47	0.8424	143.954
12713	13009	47	0.9518	-44.026
13009	13097	47	0.9277	17.027
13009	13406	47	0.9309	-44.027
13009	14253	47	0.9466	-17.026
11259	13515	47	0.9705	-193.131
11400	13515	47	0.9753	-149.105
11951	13515	47	0.9801	-61.052
13279	13515	47	0.982	-44.026
10920	11951	47	0.9773	-176.105
11259	11951	47	0.9781	-132.079
11400	11951	47	0.9806	-88.052
11951	12039	47	0.9787	-44.026
11951	13279	47	0.9825	-17.026
10920	11259	47	0.9796	-44.026
10920	11400	47	0.9803	-88.053
10920	11910	47	0.9413	-17.027
10920	13279	47	0.9727	-193.131
9765	11964	47	0.9659	-132.079
11964	12161	47	0.9639	66.038
11964	14023	47	0.983	22.012
15654	15869	47	0.9557	-44.026
15869	16353	47	0.9373	-88.052
15869	43812	47	0.8748	11.876
9765	12161	47	0.9847	-66.040
9765	14023	47	0.9614	-110.067
12161	14023	47	0.9635	-44.027
11259	11400	47	0.9901	-44.026
11259	13279	47	0.9752	-149.105
11400	13279	47	0.977	-105.079
17998	18241	47	0.9865	29.350
15654	43812	47	0.8809	-32.150
16353	43812	47	0.8598	99.928
12713	14253	47	0.9618	-61.052
13973	14253	47	0.9884	-44.026
15654	16353	47	0.9262	-132.078
12713	13097	47	0.9424	-27.000
12713	13973	47	0.9702	-17.026
16814	20900	48	0.8721	94.063
20900	33038	48	0.8686	44.026
5792	16570	51	0.9618	18.011
5792	24037	51	0.9623	-12.075
9384	16570	51	0.9696	1.980
16570	28015	51	0.9624	-94.079
34482	47778	52	1.0	-0.000
39902	47778	52	0.9791	28.031
22292	47778	52	0.9817	15.995
36707	47778	52	0.9835	15.995
45901	47778	52	0.9785	28.031
22292	23390	52	0.9566	2.016
22292	34482	52	0.9818	15.995
22292	36355	52	0.9689	44.026
22292	36707	52	0.9982	0.000
22292	38197	52	0.9604	-28.031
22292	45901	52	0.9574	-12.036
22292	46610	52	0.9674	44.026
27558	29512	52	0.9474	-28.031
29512	36034	52	0.9531	14.016
17094	18161	52	0.9579	-28.031
36355	46610	52	0.9982	-0.000
36707	46610	52	0.9687	44.026
26586	27558	52	0.9639	18.011
27558	36034	52	0.9692	-14.016
27558	38197	52	0.9055	-144.152
34482	36707	52	0.9835	-15.995
34482	39902	52	0.9789	-28.031
34482	45901	52	0.9783	-28.031
36707	38197	52	0.9583	-28.031
38197	45901	52	0.9538	15.995
18161	45901	52	0.9416	-98.145
36355	36707	52	0.9703	-44.026
36707	39902	52	0.9604	-12.036
36707	45901	52	0.9591	-12.036
39902	45901	52	0.9997	0.000
5491	6965	54	0.9292	-14.016
6965	7252	54	0.9276	-118.063
6677	6692	54	0.9324	118.063
5491	8189	54	0.9286	-102.068
6677	8189	54	0.9343	-14.016
30178	47848	55	0.9977	-0.000
15	47848	55	0.792	27.995
593	47848	55	0.9477	0.000
1153	47848	55	0.7879	14.016
15935	47848	55	0.7948	-0.000
47758	47848	55	0.9064	41.025
47773	47848	55	0.9328	41.026
47848	47899	55	0.7931	-27.995
15	593	55	0.8357	27.995
593	1153	55	0.8037	-14.016
593	15935	55	0.7527	0.000
593	30178	55	0.9415	0.000
593	47758	55	0.8834	-41.025
593	47773	55	0.8936	-41.026
593	47899	55	0.822	-27.995
30178	47758	55	0.9039	-41.025
30178	47773	55	0.9334	-41.026
30178	47899	55	0.782	-27.995
15	30178	55	0.7814	27.995
1153	30178	55	0.7831	14.016
15935	30178	55	0.792	0.000
15	1153	55	0.7738	13.979
15	47899	55	0.9715	0.000
15935	47950	55	0.7828	-0.025
47758	47950	55	0.7299	41.000
47773	47950	55	0.7341	41.002
15935	47758	55	0.76	-41.025
15935	47773	55	0.781	-41.026
1153	47899	55	0.7658	-13.979
47758	47773	55	0.9688	-0.001
14484	16674	56	0.7934	-2.016
16674	16693	56	0.9059	-1.997
16674	19559	56	0.7388	-12.000
16674	21635	56	0.8936	-14.016
16674	21872	56	0.7606	-16.013
19559	19603	56	0.8948	-1.998
19603	21872	56	0.7782	-2.016
14844	19603	56	0.8909	-14.016
16693	19603	56	0.7096	-12.000
14484	14844	56	0.9392	-1.998
14844	16693	56	0.7744	-2.016
14844	21872	56	0.7264	-16.031
16693	21635	56	0.722	-12.018
16693	21872	56	0.9067	-14.016
19559	21635	56	0.8068	-2.016
21635	21872	56	0.9093	-1.998
14484	21635	56	0.7297	-16.031
14484	19559	56	0.902	-14.016
23681	23807	57	0.967	-17.026
7824	10214	58	0.881	87.032
4281	11056	62	0.705	-28.031
6834	8586	62	0.7946	76.053
6834	11056	62	0.8014	15.995
5461	8586	62	0.8313	-12.000
5461	9547	62	0.7865	-56.026
8586	9547	62	0.8947	-44.026
33578	42195	64	0.9534	-134.094
41481	42195	64	0.9638	-28.031
25537	42195	64	0.9515	-162.126
15916	42195	64	0.9298	-162.126
17166	42195	64	0.9314	-148.110
7064	10492	64	0.9098	30.010
15916	17166	64	0.915	-14.016
15916	25537	64	0.9534	-0.000
15916	33578	64	0.9711	-28.032
15916	36603	64	0.9255	-84.094
15916	41481	64	0.9115	-134.095
10295	10379	64	0.957	45.058
10379	15203	64	0.9239	-81.104
10379	26916	64	0.9225	-37.114
10379	27568	64	0.9211	-123.151
10379	33099	64	0.9268	-65.145
10379	35668	64	0.9209	-121.208
10379	47481	64	0.9252	-149.240
33099	35668	64	0.9871	-56.063
26916	35668	64	0.9915	-84.094
27568	35668	64	0.9794	1.943
25911	35668	64	0.9141	-39.222
35668	47481	64	0.9986	-28.032
9174	35668	64	0.9763	-68.135
10492	35668	64	0.9168	-82.151
15203	35668	64	0.9762	-40.104
17036	35668	64	0.942	-54.119
33099	35561	64	0.9088	-44.027
26916	35561	64	0.9044	-72.058
27568	35561	64	0.9215	13.979
35561	47481	64	0.9094	-40.068
15203	35561	64	0.9194	-28.068
25537	33578	64	0.979	-28.031
25537	36603	64	0.9044	-84.094
25537	41481	64	0.9392	-134.094
18254	25537	64	0.9128	-42.047
10295	25537	64	0.9069	-8.051
17166	25537	64	0.9473	14.015
9174	10492	64	0.9617	14.016
9174	15203	64	0.9718	-28.031
9174	17036	64	0.9419	-14.016
9174	26916	64	0.9697	15.959
9174	27568	64	0.9663	-70.078
9174	33099	64	0.9661	-12.072
9174	47481	64	0.9743	-96.167
14798	17166	64	0.9379	46.005
14798	33067	64	0.9463	-29.936
14798	36603	64	0.945	-24.073
15154	33578	64	0.9178	-73.089
15154	34182	64	0.9607	0.000
33099	47481	64	0.9879	-84.094
26916	47481	64	0.9913	-112.126
27568	47481	64	0.9801	-26.089
10492	47481	64	0.9148	-110.183
15203	47481	64	0.9765	-68.136
17036	47481	64	0.9435	-82.151
10492	15203	64	0.931	-42.047
15203	17036	64	0.9619	14.015
15203	26916	64	0.9749	43.990
15203	27568	64	0.9823	-42.047
15203	33099	64	0.9791	15.959
6678	10492	64	0.9522	-14.016
10492	17036	64	0.9282	-28.031
10492	26916	64	0.9127	1.943
10492	27568	64	0.9247	-84.094
10492	33099	64	0.9139	-26.088
33067	36603	64	0.9633	5.863
33578	36603	64	0.9254	-56.063
17166	36603	64	0.9549	-70.079
33578	41481	64	0.9328	-106.063
17166	41481	64	0.921	-120.079
26916	27568	64	0.9747	-86.037
26916	33099	64	0.9864	-28.031
17036	26916	64	0.9393	29.975
27568	33099	64	0.9812	58.006
17036	27568	64	0.9688	-56.062
17166	33067	64	0.9492	-75.941
17166	33578	64	0.9377	-14.016
33578	48004	64	0.9067	91.031
33578	34182	64	0.9005	73.089
17036	33099	64	0.9487	1.943
4299	8606	66	0.832	-19.010
43807	48419	68	0.9799	-28.032
44176	48419	68	0.9469	-14.016
44811	48419	68	0.9824	46.005
45448	48419	68	0.9916	-0.000
45535	48419	68	0.9342	77.047
46481	48419	68	0.9926	28.031
48204	48419	68	0.9844	46.005
48210	48419	68	0.9851	28.031
48233	48419	68	0.9978	0.000
48349	48419	68	0.9879	46.005
44811	46921	68	0.9851	-28.031
46481	46921	68	0.987	-46.005
46921	47808	68	0.9631	56.062
46921	48204	68	0.9869	28.031
46921	48210	68	0.978	46.005
46921	48349	68	0.989	28.031
31918	41186	68	0.9676	-28.031
41186	41823	68	0.8857	-70.042
20849	41186	68	0.9229	-70.078
41436	42156	68	0.8906	-26.016
41731	42156	68	0.8958	-12.000
42156	42570	68	0.9563	-14.016
41786	43060	68	0.8969	-56.063
39305	41786	68	0.8895	17.027
32616	41575	68	0.9294	-28.031
41575	44732	68	0.9601	-28.028
39305	41575	68	0.8989	-2.016
41875	41904	68	0.9594	-32.026
41875	45185	68	0.9442	-56.062
35442	41875	68	0.9577	-28.031
38949	41875	68	0.8859	-53.052
39282	41875	68	0.9399	18.010
19220	41875	68	0.896	-35.041
